CENTNO,CENT_STATE,CENT_CITY,CENT_NAME
270409,KARNATAKA,DHARWAD,SHRI MANJUNATHESHWARA CENTRAL SCHOOL
270501,KARNATAKA,GULBARGA/KALABURGI,"GODUTAI COLLEGE OF ENGINEERING FOR WOMEN, KALABURAGI (GULBARGA)"
270502,KARNATAKA,GULBARGA/KALABURGI,"SHARNBASVESHWAR RESI. COMP. PU COLLEGE, GULBARGA/KALABURAGI"
270503,KARNATAKA,GULBARGA/KALABURGI,"GOVERNMENT COLLEGE SEDAM ROAD, KALABURAGI (GULBARGA)"
270504,KARNATAKA,GULBARGA/KALABURGI,"SPARKLES INTERNATIONAL SCHOOL, KALABURAGI (GULBARGA)"
270505,KARNATAKA,GULBARGA/KALABURGI,"PDA COLLEGE OF ENGINEERING, KALABURAGI (GULBARGA)"
270506,KARNATAKA,GULBARGA/KALABURGI,"SMT VEERAMMA GANGASHREE WOMENS COLLEGE, KALABURAGI(GULBARGA)"
270507,KARNATAKA,GULBARGA/KALABURGI,"S. R. N. MEHTA SCHOOL, KALABURAGI (GULBARGA)"
270508,KARNATAKA,GULBARGA/KALABURGI,"GURUKUL INDEPENDENT PU COLLEGE, KALABURAGI (GULBARGA)"
270509,KARNATAKA,GULBARGA/KALABURGI,"ST. XAVIER''S PU COLLEGE, SIRNOOR KALABURAGI (GULBARGA)"
270510,KARNATAKA,GULBARGA/KALABURGI,"CHANDRAKANT PATIL ENGLISH MEDIUM SCHOOL, KALABURAGI (GULBARGA)"
270511,KARNATAKA,GULBARGA/KALABURGI,VISHWANATH REDDY MUDNAL MEMORIAL INSTITUTE OF BUSINESS MANAGEMENT KALABURAGI (GULBARGA))
270512,KARNATAKA,GULBARGA/KALABURGI,ST.MARY SCHOOL CATHOLIC CHURCH ROAD KALABURAGI (GULBARGA)
270513,KARNATAKA,GULBARGA/KALABURGI,ARYAN PHARMACY COLLEGE KOTNOOR D KALABURAGI (GULBARGA) KK
270514,KARNATAKA,GULBARGA/KALABURGI,"R J PU SCIENCE COLLEGE, KALABURAGI (GULBARGA)"
270515,KARNATAKA,GULBARGA/KALABURGI,NATIONAL PUBLIC SCHOOL KUSNOOR KALABURAGI (GULBARGA) KK
270516,KARNATAKA,GULBARGA/KALABURGI,"SHETTY INSTITUTE OF TECHNOLOGY, KALABURAGI (GULBARGA)"
270517,KARNATAKA,GULBARGA/KALABURGI,"RAJIV MEMORIAL EDUCATION SOCIETYS COLLEGE OF PHARMACY, KALABURAGI (GULBARGA)"
270518,KARNATAKA,GULBARGA/KALABURGI,SHREE DAMODAR RAGHOJI SCHOOL REVANSIDDESHWAR COLONY KALABURAGI (GULBARGA) KK
270601,KARNATAKA,HUBLI,JAIN COLLEGE OF ENGINEERING TECHNOLOGY
270602,KARNATAKA,HUBLI,AGM RURAL COLLEGE OF ENGINEERING & TECHNOLOGY
270603,KARNATAKA,HUBLI,BENAKA SCHOOL
270604,KARNATAKA,HUBLI,K L E IT
270605,KARNATAKA,HUBLI,ST ANTONYS PUBLIC SCHOOL
270606,KARNATAKA,HUBLI,KANAKDAS SHIKSHAN SAMITHIS VIJAYNAGAR PRE-UNIVERSITY COLLEGE
270607,KARNATAKA,HUBLI,KLES P C JABIN PU COLLEGE OF SCIENCE
270608,KARNATAKA,HUBLI,S R BOMMAI ROTARY PUBLIC SCHOOL
270701,KARNATAKA,MANGALURU (MANGALORE),MOUNT CARMEL CENTRAL SCHOOL
280504,KERALA,KASARAGOD,MUJAMMAU ENG MED SCHOOL TRIKARIPUR KASARAGOD KL
280505,KERALA,KASARAGOD,CHINMAYA VIDYALAYA ATHIYAMBUR KASARAGOD DT KL
280506,KERALA,KASARAGOD,SA-ADIYA E M SR SEC SCH KALANAD PO KASARAGOD KL
280507,KERALA,KASARAGOD,ST ELIZABETH CONV SCH VELLARIKUNDU KASARGOD KL
280508,KERALA,KASARAGOD,CHRIST CMI PUBLIC SCHOOL KANHANGAD KASARAGOD KL
280601,KERALA,KOLLAM,SREE NARAYANA PUBLIC SCHOOL
280602,KERALA,KOLLAM,STRATFORD PUBLIC SCHOOL KALEEIL NAGAR
280603,KERALA,KOLLAM,S N GURU CEN SCH KOTTARAKARA EZHUKONE KOLLAM KL
280604,KERALA,KOLLAM,BR MEMORIAL CENTRAL SCHOOL
280605,KERALA,KOLLAM,LAKEFORD SCHOOL
280606,KERALA,KOLLAM,ST.JOHN`S SCHOOL ANCHAL KOLLAM DT KERALA
280607,KERALA,KOLLAM,SANTHINIKETHANAM CENTRAL SCHOOL KUNNATHUR
280608,KERALA,KOLLAM,VIMALA CENTRAL SCHOOL
280609,KERALA,KOLLAM,SREE BUDDHA CENTRAL SCHOOL
280610,KERALA,KOLLAM,OXFORD CENTRAL SCHOOL KARAVALUR PUNALUR KOLLAM KL
280611,KERALA,KOLLAM,CARMEL RES SCH KADALAVILA KOTTARAKARA KOLLAM KL
280612,KERALA,KOLLAM,BROOK INT SCHOOL RAJAGIRI SASTHAMKOTTA KOLLAM KL
280613,KERALA,KOLLAM,LORDS PUBLIC SCHOOL KARUNAGAPPALLY KOLLAM KERELA
280614,KERALA,KOLLAM,SIDDHARTHA CENTRAL SCHOOL
280615,KERALA,KOLLAM,S N TRUSTS CENTRAL SCHOOL
280616,KERALA,KOLLAM,ST GREGORIOS CENTRAL SCH KARUNAGAPALLY KOLLAM KL
280617,KERALA,KOLLAM,TRINITY LYCEUM KOLLAM KERALA
280618,KERALA,KOLLAM,SHREE NARAYANA COLLEGE OF TECHNOLOGY
280619,KERALA,KOLLAM,ST. GEORGE CENTRAL SCHOOL
280620,KERALA,KOLLAM,A G PUBLLIC SCHOOL
280621,KERALA,KOLLAM,VIDYARAMBHAM CENTRAL SCHOOL
280622,KERALA,KOLLAM,NATIONAL PUBLIC SCHOOL
280623,KERALA,KOLLAM,STMARYS ENGLISH MEDIUM SCHOOL
280624,KERALA,KOLLAM,M G M RES PUB SCHOOL KOTTARAKARA KOLLAM KERALA
280625,KERALA,KOLLAM,S N PUBLIC SCHOOL
280626,KERALA,KOLLAM,AISWARYA PUBLIC SCHOOL
280627,KERALA,KOLLAM,T.K.M. CENTENARY PUBLIC SCHOOL
280701,KERALA,KOTTAYAM,CHAVARA PUBLIC SCHOOL PALA PO KOTTAYAM KERALA
280702,KERALA,KOTTAYAM,MARY MOUNT PUBLIC SCHOOL
280703,KERALA,KOTTAYAM,ST ANTONY`S PUB SCH KANJIRAPALLY KOTTAYAM DT KL
280704,KERALA,KOTTAYAM,EBENEZER INTERNATIONAL RESIDENTIAL SCHOOL
280705,KERALA,KOTTAYAM,SACRED HEART PUBLIC SCHOOL KILIMALA
280706,KERALA,KOTTAYAM,SREE KUMARAMANGALAM PUBLIC SCHOOL
280707,KERALA,KOTTAYAM,BHAVANS NEWSPRINT VIDYALAYA
280708,KERALA,KOTTAYAM,PLACID VIDYA VIHAR SR.SEC.SCHOOL
280709,KERALA,KOTTAYAM,COLLEGE OF ENGINEERING KIDANGOOR
280710,KERALA,KOTTAYAM,ST. JOSEPHS COLLEGE OF ENGINEERING & TECHNOLOGY PALAI
280711,KERALA,KOTTAYAM,AKM PUBLIC SCHOOL
280712,KERALA,KOTTAYAM,ARAVINDA VIDYAMANDIRAM
280713,KERALA,KOTTAYAM,LISIEUX ENGLISH SCHOOL NADEL VAIKOM KOTTAYAM KL
280714,KERALA,KOTTAYAM,MARY RANI PUBLIC SCHOOL
280715,KERALA,KOTTAYAM,SREE SARASWATHY VIDYAMANDIR
280716,KERALA,KOTTAYAM,HOLY CROSS VIDYA SADAN
280717,KERALA,KOTTAYAM,"SACRED HEART PUBLIC SCHOOL, KOTTAYAM"
280718,KERALA,KOTTAYAM,ST JOSEPH`S E M SCH THALAYOLAPARAMBU KOTTAYAM KL
280719,KERALA,KOTTAYAM,CLUNY SCHOOL CHANGANACHERRY KOTTAYAM KERALA
280720,KERALA,KOTTAYAM,GOOD SHEPHERD PUBLIC SCHOOL
280721,KERALA,KOTTAYAM,BMM ENG MED SCHOOL
280722,KERALA,KOTTAYAM,SREYAS PUBLIC SCHOOL PONKUNNAM KOTTAYAM KERALA
280723,KERALA,KOTTAYAM,ST.KURIAKOSE PUBLIC SCH KADUTHURUTHY KOTTAYAM KL
280724,KERALA,KOTTAYAM,CLUNY PUB SCH CHEPPUMPARA LAKKATTOOR KOTTAYAM KL
280725,KERALA,KOTTAYAM,MOUNT CARMEL VIDYANIKETAN
280726,KERALA,KOTTAYAM,LITTLE FLWR VIDYANIKETAN MUNDATHANAM KOTTAYAM KL
280727,KERALA,KOTTAYAM,KENDRIYA VIDYALAYA RUBBER BOARD KOTTAYAM
280101,KERALA,ALAPPUZHA/CHENGANNUR,CARMEL COLLEGE OF ENGINEERING AND TECHNOLOGY
280102,KERALA,ALAPPUZHA/CHENGANNUR,JYOTHI NIKETHAN ENGLISH MEDIUM SCHOOL
280103,KERALA,ALAPPUZHA/CHENGANNUR,HOLY TRINITY CENTRAL SCHOOL KAYAMKULAM ALAPPUZHA 690502
280104,KERALA,ALAPPUZHA/CHENGANNUR,ST ALLOYSIUS SCHOOL PUNNAPRA PO ALAPPUZHA KERALA
280105,KERALA,ALAPPUZHA/CHENGANNUR,GAYATHRI CENTRAL SCHOOL
280106,KERALA,ALAPPUZHA/CHENGANNUR,HOLY ANGELS PUBLIC SCHOOL
280107,KERALA,ALAPPUZHA/CHENGANNUR,V.N.S.S.S.N.TRUSTS CENTRAL SCHOOL
280108,KERALA,ALAPPUZHA/CHENGANNUR,COLLEGE OF ENGINEERING CHERTHALA
280109,KERALA,ALAPPUZHA/CHENGANNUR,SREE NARAYANA CEN SCH KAYAMKULAM ALLEPPEY KL
280110,KERALA,ALAPPUZHA/CHENGANNUR,S D V ENGLISH MEDIUM HIGHER SECONDARY SCHOOL
280111,KERALA,ALAPPUZHA/CHENGANNUR,SREE SANKARA ENGLISH MEDIUM SCHOOL
280112,KERALA,ALAPPUZHA/CHENGANNUR,ST.MARYS RESIDENTIAL CENTRAL SCHOOL
280113,KERALA,ALAPPUZHA/CHENGANNUR,BSMM NIRMALA ENG MED SCH CHERTHALA ALAPPUZHA KL
280114,KERALA,ALAPPUZHA/CHENGANNUR,AL-HUDA ENG SCH TDMC PO NEERKUNNAM ALAPPUZHA KL
280115,KERALA,ALAPPUZHA/CHENGANNUR,CHINMAYA VIDYALAYA CHENGANNUR ALAPPUZHA DT KL
280116,KERALA,ALAPPUZHA/CHENGANNUR,PANICKAVEETTIL SIR SEBASTIAN PUBLIC SCHOOL
280117,KERALA,ALAPPUZHA/CHENGANNUR,LEO XIII ENG MEDIUM SCH AVALOOKUNNU ALLEPPEY KL
280118,KERALA,ALAPPUZHA/CHENGANNUR,MAR GREGORIOUS MEM CEN SCH KARUVATTA ALLEPPEY KL
280119,KERALA,ALAPPUZHA/CHENGANNUR,MATHA SENIOR SECONDARY SCHOOL
280201,KERALA,ANGAMALY,"THE CHOICE SCHOOL THRIPUNITHURA, KOCHI"
280202,KERALA,ANGAMALY,CHINMAYA VIDYALAYA VADUTHALA
280203,KERALA,ANGAMALY,"CHINMAYA VIDYALAYA, THRIPUNITHURA"
281603,KERALA,WAYANAD,WMO ENGLISH ACADEMY
281604,KERALA,WAYANAD,MOUNT TABOR ENGLISH SCHOOL
281605,KERALA,WAYANAD,MC LEOD''S SCHOOL
281606,KERALA,WAYANAD,ST JOSEPHS CONVENT SCHOOL
281607,KERALA,WAYANAD,THE GREENHILLS PUBLIC SCHOOL
281608,KERALA,WAYANAD,WMO ENGLISH SCHOOL
281609,KERALA,WAYANAD,SANJOE PUBLIC SCHOOL
280912,KERALA,MALAPPURAM,MES CENTRAL SCHOOL THIRUNNAVAYA MALAPPURAM KL
280913,KERALA,MALAPPURAM,SACRED HEART SENIOR SECONDARY SCHOOL
280914,KERALA,MALAPPURAM,BENCHMARK INTERNATIONAL SCHOOL
280915,KERALA,MALAPPURAM,ST FRANCIS SCHOOL KUTTUMUNDA MALAPPURAM KERALA
280916,KERALA,MALAPPURAM,I.S.S ENGLISH MEDIUM SR. SEC. SCHOOL
280917,KERALA,MALAPPURAM,GOODWILL ENG SCH POOKKOTTUPADAM MALAPPURAM KL
280918,KERALA,MALAPPURAM,MADIN POLYTECHNIC COLLEGE
280919,KERALA,MALAPPURAM,MEMS ENGLISH MEDIUM SCHOOL
280920,KERALA,MALAPPURAM,MARKAZUL ULOOM ENGLISH SENIOR SECONDARY SCHOOL
280921,KERALA,MALAPPURAM,THARTHEEL CEN SCH PUTHUR KOTTAKKAL MALAPPURAM KL
280922,KERALA,MALAPPURAM,BHARATIYA VIDYA BHAVAN ENG MED SCHOOL
280923,KERALA,MALAPPURAM,DARUL FALAH ENGLISH SCHOOL
280924,KERALA,MALAPPURAM,SILVERMOUNT INTERNATIONAL SCHOOL
280925,KERALA,MALAPPURAM,AIRPORT SCHOOL CALICUT AIRPORT PO MALAPPURAM KL
280926,KERALA,MALAPPURAM,FATIMAGIRI ENGLISH SCHOOL
280927,KERALA,MALAPPURAM,HILL TOP PUBLIC SCHOOL
280928,KERALA,MALAPPURAM,NOBLE PUBLIC SCHOOL
280929,KERALA,MALAPPURAM,THE WHITE SCHOOL
280930,KERALA,MALAPPURAM,BENCHMARKS INTERNATIONAL SCHOOL MANJERI
281001,KERALA,PALAKKAD,ST.DOMINICS CONVENT ENGLISH MEDIUM SCHOOL SREEKRISHNAPURAM
281002,KERALA,PALAKKAD,SABARI CENTRAL SCHOOL CHERPALCHERI KERELA
281003,KERALA,PALAKKAD,SREE MAHARSHI VIDYALAYA PATTAMBI PALAKKAD KL
281004,KERALA,PALAKKAD,S N PUB SCHOOL KUNNACHY ELAPPULLY PALAKKAD KL
281005,KERALA,PALAKKAD,SREE NARAYANA PUB SCH KOLLENGODE PALAKKAD KERALA
281006,KERALA,PALAKKAD,M T I CEN SCH POTTACHIRA NELLAYA PO PALAGHAT KL
281007,KERALA,PALAKKAD,THE SOBHA ACADEMY VADAKKENCHERY PALAKKAD KL
281008,KERALA,PALAKKAD,SALAHUDHEEN AYOOBI ENG SCH KALADATHUR PALGHAT KL
281009,KERALA,PALAKKAD,LAKSHMI NARAYANA VIDYANIKETHAN
281010,KERALA,PALAKKAD,KENDRIYA VIDYALAYA HEMAMBIKA NAGAR NO.I PALAKKAD
281011,KERALA,PALAKKAD,NETHAJI MEMORIAL ARTS& SCIENCE COLLEGE NEMMARA
281012,KERALA,PALAKKAD,ST DOMINIC CONVENT ENG MED SCH PALAKKAD KERALA
281013,KERALA,PALAKKAD,VYASA VIDYA PEETHOM
281101,KERALA,THIRUVANANTHAPURAM,SREE CHITHIRA THIRUNAL RESIDENTIAL CENTRAL SCHOOL
281102,KERALA,THIRUVANANTHAPURAM,ST.THOMAS CENTRAL SCHOOL
281103,KERALA,THIRUVANANTHAPURAM,VISWABHARATHY PUBLIC SCHOOL
281104,KERALA,THIRUVANANTHAPURAM,NAVAJEEVAN BETHANY VIDYALAYA
281105,KERALA,THIRUVANANTHAPURAM,SARVODAYA CENTRAL VIDYALAYA
281106,KERALA,THIRUVANANTHAPURAM,ABDUL SALAM RAFI RES SCHOOL
281107,KERALA,THIRUVANANTHAPURAM,CHINMAYA VIDYALAYA
281108,KERALA,THIRUVANANTHAPURAM,JYOTHIS CENTRAL SCHOOL
281109,KERALA,THIRUVANANTHAPURAM,S N PUBLIC SCHOOL CHENKOTTUKONAM TRIVANDRUM KL
281110,KERALA,THIRUVANANTHAPURAM,VISWADEEPTHI E M SCHOOL KATTAKADA TRIVANDRUM KL
281111,KERALA,THIRUVANANTHAPURAM,RAJADHANI INSTITUTE OF ENGINEERING AND TECHNOLOGY
281112,KERALA,THIRUVANANTHAPURAM,KAIRALI VIDYA BHAVAN SENIOR SECONDARY SCHOOL NEDUMANGAD
281113,KERALA,THIRUVANANTHAPURAM,SAI KRISHNA PUBLIC SCHOOL
281114,KERALA,THIRUVANANTHAPURAM,SIVAGIRI SREE NARAYANA SR SEC SCH VARKALA KL
281115,KERALA,THIRUVANANTHAPURAM,NSS PUBLIC SCHOOL
281116,KERALA,THIRUVANANTHAPURAM,VISWADARSHINI PUBLIC SCHOOL URIYACODE PO TVM KL
281117,KERALA,THIRUVANANTHAPURAM,CHINTHALAYA VIDYALAYAM MYLAKKARA TRIVANDRUM KL
281118,KERALA,THIRUVANANTHAPURAM,M A K A M ENGLISH MEDIUM PUBLIC SCHOOL TVM KL
281119,KERALA,THIRUVANANTHAPURAM,CHINMAYA VIDYALAYA KATTAKADA THIRUVANANTHAPURAM
281120,KERALA,THIRUVANANTHAPURAM,THE OXFORD SCHOOL
281121,KERALA,THIRUVANANTHAPURAM,RAJA RAVI VARMA CEN SCH KILIMANOOR TVM KL
280204,KERALA,ANGAMALY,"AL-AMEEN PUBLIC SCHOOL, EDAPPALLY"
280205,KERALA,ANGAMALY,"CHINMAYA VIDYALAYA, KANNAMALY"
280206,KERALA,ANGAMALY,"BHAVAN''S VARUNA VIDYALAYA, THRIKKAKARA"
280207,KERALA,ANGAMALY,INFANT JESUS PUBLIC SCHOOL
280301,KERALA,ERNAKULAM/MOOVATTUPUZHA,TOC H PUBLIC SCHOOL
280302,KERALA,ERNAKULAM/MOOVATTUPUZHA,BHAVANS MUNSHI VIDYASHRAM THIRUVAMKULAM
280303,KERALA,ERNAKULAM/MOOVATTUPUZHA,IRSHADIYYA PUB SCH KOTHAMANGALAM ERNAKULAM KL
280304,KERALA,ERNAKULAM/MOOVATTUPUZHA,SARASWATHI VIDYANIKETHAN PUB SCHOOL
280305,KERALA,ERNAKULAM/MOOVATTUPUZHA,SRI SRI RAVI SHANKAR VIDYA MANDIR ERNAKULAM KL
280306,KERALA,ERNAKULAM/MOOVATTUPUZHA,NAIPUNNYA PUBLIC SCHOOL KOCHI
280307,KERALA,ERNAKULAM/MOOVATTUPUZHA,TOCH INSTITUTE OF SCIENCE AND TECHNOLOGY
280308,KERALA,ERNAKULAM/MOOVATTUPUZHA,ST PHILOMENA`S PUB SCHOOL ELANJI PO ERNAKULAM KL
280309,KERALA,ERNAKULAM/MOOVATTUPUZHA,CRESCENT PUBLIC SCHOOL ALWAYE ERNAKULAM DT KL
280310,KERALA,ERNAKULAM/MOOVATTUPUZHA,IDEAL PUBLIC SCHOOL
280311,KERALA,ERNAKULAM/MOOVATTUPUZHA,SREE SARADA VIDYALAYA MATTOOR ERNAKULAM KL
280312,KERALA,ERNAKULAM/MOOVATTUPUZHA,MARY MATHA PUBLIC SCHOOL THRIKKAKARA COCHIN KL
280313,KERALA,ERNAKULAM/MOOVATTUPUZHA,NALANDA PUB SCHOOL KUTHAPADY THAMMANAM KOCHI KL
280314,KERALA,ERNAKULAM/MOOVATTUPUZHA,VISHWADEEPTI VIDYALAYA PUBLIC SCHOOL
280315,KERALA,ERNAKULAM/MOOVATTUPUZHA,BHAVANS ADARSHA VIDYALAYA
280316,KERALA,ERNAKULAM/MOOVATTUPUZHA,SREE NARAYANA PUBLIC SCHOOL
280317,KERALA,ERNAKULAM/MOOVATTUPUZHA,SBOA PUB SR SEC SCH SOUTH CHITTOOR COCHIN KL
280318,KERALA,ERNAKULAM/MOOVATTUPUZHA,S N V PUBLIC SCHOOL TRIPUNITHURA ERNAKULAM DT KL
280319,KERALA,ERNAKULAM/MOOVATTUPUZHA,SDKY GURUKUL VIDYALAYA EROOR ERNAKULAM KERALA
280320,KERALA,ERNAKULAM/MOOVATTUPUZHA,K M J PUBLIC SCHOOL KANJIRAMATTOM ERNAKULAM KL
280321,KERALA,ERNAKULAM/MOOVATTUPUZHA,LITTLE HEARTS SCH KIZHAKKEPRAM ERNAKULAM KERALA
280322,KERALA,ERNAKULAM/MOOVATTUPUZHA,ST. XAVIERS PUBLIC SCHOOL
280323,KERALA,ERNAKULAM/MOOVATTUPUZHA,AL-AMEEN INTERNATIONAL PUBLIC SCHOOL
280324,KERALA,ERNAKULAM/MOOVATTUPUZHA,AL-AMEEN PUBLIC SCHOOL
280325,KERALA,ERNAKULAM/MOOVATTUPUZHA,PRAGATI ACADEMY PERUMBAVOOR
280401,KERALA,KANNUR,"CHINMAYA VIDYALAYA, KANNUR"
280402,KERALA,KANNUR,SAFA ENGLISH MEDIUM SCHOOL
280403,KERALA,KANNUR,MARYGIRI ENGLISH MEDIUM SCHOOL
280404,KERALA,KANNUR,KENDRIYA VIDYALAYA KANNUR
280405,KERALA,KANNUR,MOUNT GUIDE INT SCH THALASSERY KANNUR KL
280406,KERALA,KANNUR,KENDRIYA VIDYALAYA KELTRON NAGAR
280407,KERALA,KANNUR,PERFECT ENG SCH MUZHAPPLILANGD ETAKKAD KANNUR KL
280408,KERALA,KANNUR,GLOBAL INDIA PUBLIC SCHOOL
280409,KERALA,KANNUR,S N VIDYA MANDIR SR SEC SCHOOL TALAP KANNUR KL
280410,KERALA,KANNUR,MOUNT FLOWER ENGLISH SCHOOL ULIYIL IRITTY KANNUR
280411,KERALA,KANNUR,INDIRA GANDHI PUBLIC SCHOOL
280412,KERALA,KANNUR,URSULINE SENIOR SECONDARY SCHOOL PAYYAMBALAM KANNUR
280413,KERALA,KANNUR,NITHYANANDA BHAVAN ENGLISH MEDIUM SCHOOL
280414,KERALA,KANNUR,"BHARATIYA VIDYA BHAVAN, KANNUR"
280415,KERALA,KANNUR,CHINMAYA ARTS AND SCIENCE COLLEGE
280416,KERALA,KANNUR,SREE SANKARA VIDYAPEETAM SR.SEC SCHOOL MATTANUR
280417,KERALA,KANNUR,ST.JAMES ENGLISH MEDIUM CONVENT SCHOOL
280418,KERALA,KANNUR,"CHINMAYA VIDYALAYA , TALIPARAMBA"
280419,KERALA,KANNUR,MALABAR ENG SCH CHAKKARAKAL MOWANCHERY KANNUR KL
280420,KERALA,KANNUR,VIMAL JYOTHI ENGINEERING COLLEGE
280501,KERALA,KASARAGOD,APSARAPUBLIC SCHOOL
280502,KERALA,KASARAGOD,CHINMAYA VIDYALAYA VIDYANAGAR
280503,KERALA,KASARAGOD,K S ABDULLAH ENGLISH MEDIUM SCHOOL
281122,KERALA,THIRUVANANTHAPURAM,SHANTHINIKETAN SCHOOL KUNNUMPURAM TRIVANDRUM KL
281123,KERALA,THIRUVANANTHAPURAM,B V B VIVEKANANDA VIDYA MANDIR PANGAPARA TVM KL
281124,KERALA,THIRUVANANTHAPURAM,ALAN FELDMAN PUBLIC SCHOOL
281125,KERALA,THIRUVANANTHAPURAM,CHRIST NAGAR KUCHUPURAM
281126,KERALA,THIRUVANANTHAPURAM,KENDRIYA VIDYALAYA (AFS) TRIVANDRUM AKKULAM
281127,KERALA,THIRUVANANTHAPURAM,CHRIST NAGAR SENIOR SECONDARY SCHOOL
281128,KERALA,THIRUVANANTHAPURAM,SARASWATHI VIDYALAYA
281201,KERALA,THRISSUR,ARAFA ENGLISH SCHOOL
281202,KERALA,THRISSUR,ANSAR ENGLISH SCHOOL
281203,KERALA,THRISSUR,VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY
281204,KERALA,THRISSUR,SREE GOKULAM PUBLIC SCHOOL PAZHUVIL WEST THRIPRAYAR THRISUR
281205,KERALA,THRISSUR,VIJAYAGIRI PUB SCHOOL CHALAKUDY THRISSUR KERALA
281206,KERALA,THRISSUR,DEVAMATHA CMI PUBLIC SCHOOL
281207,KERALA,THRISSUR,C K M N S S SR SEC SCH CHALAKUDY PO TRICHUR KL
281208,KERALA,THRISSUR,KULAPATI MUNSHI BHAVANS VIDYA MANDIR
281209,KERALA,THRISSUR,AL IRSHAD ENG SCHOOL KILLIMANGALAM TRICHUR KL
281210,KERALA,THRISSUR,"ST. PAUL''S PUBLIC SCHOOL, SENIOR SECONDARY, KURIACHIRA"
281211,KERALA,THRISSUR,NIRMAL JYOTHI CEN SCH PAZHAMUKKU THRISSUR KL
281212,KERALA,THRISSUR,BHARATIYA VIDYA BHAVANS SCHOOL
281213,KERALA,THRISSUR,B V B S RAMAKRISHNAN MEM PUB SCH THRISSUR KL
281214,KERALA,THRISSUR,CHINMAYA VIDYALAYA
281215,KERALA,THRISSUR,SARASWATHY VIDYANIKETHAN CENTRAL SCHOOL
281216,KERALA,THRISSUR,BHARATH VIDYA MANDIR SR SEC SCHOOL
281217,KERALA,THRISSUR,ST DOMINIC CON ENG MED SCH VELLANI THRISSUR KL
281218,KERALA,THRISSUR,ST.JOHNS PUBLIC SCHOOL IRINJALAKUDA THRISSUR KL
281219,KERALA,THRISSUR,AMRITA VIDYALAYAM KODUNGALUR PO TRICHUR KERALA
281220,KERALA,THRISSUR,CRESCENT PUB SCH NH BY PASS CHALAKUDY TRICHUR KL
281221,KERALA,THRISSUR,PARAMEKKAVU VIDYA MANDIR MLA ROAD THRISSUR KL
281222,KERALA,THRISSUR,HIRA ENGLISH SCHOOL
281223,KERALA,THRISSUR,B V B VIDYA MANDIR ERAVIMANGALAM PO TRICHUR KL
281224,KERALA,THRISSUR,C S MOHD HAJI MEM CENT SCH EDESSERY THRISSUR KL
281301,KERALA,IDUKKI,VIMALA PUBLIC SCHOOL
281302,KERALA,IDUKKI,HOLY CROSS CONVENT SENIOR SECONDARY SCHOOL
281303,KERALA,IDUKKI,MARIAN COLLEGE
281304,KERALA,IDUKKI,JAI RANI PUBLIC SCHOOL
281305,KERALA,IDUKKI,INFANT JESUS RESIDENTIAL SCHOOL KATTAPPANA P O IDUKKI KERALA. PIN. 685508 IDUKKI KERALA
281401,KERALA,PATHANAMTHITTA,SUDARSANAM CENTRAL SCHOOL
281402,KERALA,PATHANAMTHITTA,MAR DIONYSIUS SENIOR SECONDARY SCHOOL
281403,KERALA,PATHANAMTHITTA,ST.MARY''S CENTRAL SCHOOL
281404,KERALA,PATHANAMTHITTA,BELIEVERS CHURCH INTERNATIONAL SCHOOL
281405,KERALA,PATHANAMTHITTA,ALL SAINTS PUBLIC SCHOOL
281406,KERALA,PATHANAMTHITTA,O E M PUBLIC SCHOOL
281407,KERALA,PATHANAMTHITTA,CARMEL CONVENT ENGLISH MEDIUM SCHOOL THADIYOOR
281408,KERALA,PATHANAMTHITTA,COLLEGE OF ENGINEERING KALLOOPPARA
281409,KERALA,PATHANAMTHITTA,"MAR THOMA SENIOR SECONDARY SCHOOL`,KOZHENCHERY P O,KOZHENCHERY,PATHANAMTHITTA."
281410,KERALA,PATHANAMTHITTA,NEWMAN CENTRAL SCHOOL
281411,KERALA,PATHANAMTHITTA,THE CHOICE SCHOOL MANTHANAM PO KUNNAMTHANAM 689581
281412,KERALA,PATHANAMTHITTA,ST.GREGORIOS SENIOR SECONDARY SCHOOL
281413,KERALA,PATHANAMTHITTA,ST.JOHNS SCHOOL
281414,KERALA,PATHANAMTHITTA,CARMAL CENTRAL SCHOOL
281501,KERALA,PAYYANUR,"KENDRIYA VIDYALAYA,  PAYYANNUR"
281502,KERALA,PAYYANUR,CHINMAYA VIDYALAYA PAYYANUR PO ANNUR KANNUR KL
281503,KERALA,PAYYANUR,P E S VIDYALAYA
281601,KERALA,WAYANAD,GOVERNMENT POLYTECHNIC COLLEGE MEENANGADI
281602,KERALA,WAYANAD,HILL BLOOMS SCHOOL
280728,KERALA,KOTTAYAM,VIDYANANDA VIDYABHAVAN VAZHOOR KOTTAYAM KERALA
280729,KERALA,KOTTAYAM,EXCELSIOR ENG SCHOOL ILLIEKAL KOTTAYAM WEST KL
280730,KERALA,KOTTAYAM,JR BASELIOS ENG MED SCH PAMPADY (S) KOTTAYAM KL
280731,KERALA,KOTTAYAM,CHINMAYA VIDYALAYA
280801,KERALA,KOZHIKODE/CALICUT,RANI PUBLIC SCHOOL
280802,KERALA,KOZHIKODE/CALICUT,M S S PUBLIC SCHOOL
280803,KERALA,KOZHIKODE/CALICUT,APEX PUBLIC SCHOOL
280804,KERALA,KOZHIKODE/CALICUT,VEDAVYASAVIDYALAYAM
